TrueClass,PredictedClass,Discriminants
Besni,Besni,"{'Besni': -0.4846537524159835, 'Kecimen': -3.9419581903758623}"
Besni,Besni,"{'Besni': -2.6856877127052265, 'Kecimen': -4.4381625220750225}"
Besni,Kecimen,"{'Besni': -3.966068082418623, 'Kecimen': -0.8939789088291599}"
Besni,Besni,"{'Besni': -1.0840166885144906, 'Kecimen': -2.4178172777350486}"
Besni,Kecimen,"{'Besni': -3.3751168759635393, 'Kecimen': -2.5098764113265104}"
Besni,Besni,"{'Besni': -4.878285882388618, 'Kecimen': -8.807808945656987}"
Besni,Besni,"{'Besni': -5.912055728764095, 'Kecimen': -8.277034054802076}"
Besni,Besni,"{'Besni': -4.1449294977303115, 'Kecimen': -6.333635751020715}"
Besni,Besni,"{'Besni': -2.564097391785506, 'Kecimen': -3.7312996730977925}"
Besni,Besni,"{'Besni': -0.6446552124949153, 'Kecimen': -3.7903039124737616}"
Besni,Besni,"{'Besni': -2.5198991560050388, 'Kecimen': -3.665464059209172}"
Besni,Besni,"{'Besni': -3.779190587533602, 'Kecimen': -7.732258545300642}"
Besni,Besni,"{'Besni': -3.046878830048109, 'Kecimen': -3.1196529307865815}"
Besni,Kecimen,"{'Besni': -3.035727949173192, 'Kecimen': -2.5662341657550085}"
Besni,Besni,"{'Besni': -6.103422941658374, 'Kecimen': -10.041655417340156}"
Besni,Besni,"{'Besni': -0.9394051176206146, 'Kecimen': -4.740520676424435}"
Besni,Kecimen,"{'Besni': -2.3660122991216825, 'Kecimen': -1.7106305850805357}"
Besni,Kecimen,"{'Besni': -1.828174200088026, 'Kecimen': -1.213087055057261}"
Besni,Besni,"{'Besni': -4.927147767753529, 'Kecimen': -6.852925975475884}"
Besni,Besni,"{'Besni': -1.5549454405435161, 'Kecimen': -4.073891389651166}"
Besni,Kecimen,"{'Besni': -2.822522118745673, 'Kecimen': -0.2803157955873612}"
Besni,Besni,"{'Besni': -1.686691979539508, 'Kecimen': -2.875937352721312}"
Besni,Besni,"{'Besni': -9.956858946676261, 'Kecimen': -13.448269838379781}"
Besni,Besni,"{'Besni': -1.4053220025642352, 'Kecimen': -3.739518295027203}"
Besni,Besni,"{'Besni': -1.243921621042915, 'Kecimen': -3.484132664779466}"
Besni,Besni,"{'Besni': -1.3428180743642295, 'Kecimen': -4.776424507151979}"
Besni,Besni,"{'Besni': -1.8381519208643242, 'Kecimen': -3.1803307686807596}"
Besni,Besni,"{'Besni': -1.794470202308109, 'Kecimen': -6.450979851103051}"
Besni,Besni,"{'Besni': -8.296947356138125, 'Kecimen': -12.39980241037875}"
Besni,Besni,"{'Besni': -6.685144906289118, 'Kecimen': -11.74859653756695}"
Besni,Besni,"{'Besni': -4.131398811647676, 'Kecimen': -5.920017107766585}"
Besni,Besni,"{'Besni': -1.1887844807544186, 'Kecimen': -2.2431214000350983}"
Besni,Besni,"{'Besni': -4.728221406346677, 'Kecimen': -8.688392142024735}"
Besni,Besni,"{'Besni': -2.0041563302464507, 'Kecimen': -3.355997717551759}"
Besni,Besni,"{'Besni': -1.224107694068041, 'Kecimen': -3.2446976590889847}"
Besni,Besni,"{'Besni': -3.6862888360470096, 'Kecimen': -5.649363417718039}"
Besni,Besni,"{'Besni': -0.5078166346399291, 'Kecimen': -2.070622873413475}"
Besni,Besni,"{'Besni': -0.745136915402092, 'Kecimen': -2.7402049591934174}"
Besni,Besni,"{'Besni': -1.1705080584304683, 'Kecimen': -1.7517568432487125}"
Besni,Kecimen,"{'Besni': -2.682905236467295, 'Kecimen': -1.092255584922269}"
Besni,Besni,"{'Besni': -12.142388029165309, 'Kecimen': -18.69233040995606}"
Besni,Kecimen,"{'Besni': -1.6285621986463314, 'Kecimen': -0.5769364631704363}"
Besni,Besni,"{'Besni': -1.632379309778992, 'Kecimen': -2.8626768554140485}"
Besni,Besni,"{'Besni': -3.7975815205045134, 'Kecimen': -9.034980428070178}"
Besni,Besni,"{'Besni': -0.4918909443961351, 'Kecimen': -2.1445515991066446}"
Besni,Kecimen,"{'Besni': -14.805629103831173, 'Kecimen': -14.051514253801894}"
Besni,Besni,"{'Besni': -1.0274312898775613, 'Kecimen': -3.2766538984153595}"
Besni,Besni,"{'Besni': -0.9855191017793368, 'Kecimen': -4.218904247495475}"
Besni,Besni,"{'Besni': -1.229930997156877, 'Kecimen': -1.4758074526641594}"
Besni,Besni,"{'Besni': -0.7215546640053915, 'Kecimen': -2.4656110920985803}"
Besni,Besni,"{'Besni': -1.8601283405934639, 'Kecimen': -3.6533735866971733}"
Besni,Besni,"{'Besni': -0.852858633049093, 'Kecimen': -2.7295552512308427}"
Besni,Besni,"{'Besni': -1.3911120133734798, 'Kecimen': -2.1771100403866868}"
Besni,Besni,"{'Besni': -1.501679435097806, 'Kecimen': -1.503123889814932}"
Besni,Kecimen,"{'Besni': -1.7937473839770934, 'Kecimen': -1.0405699982857761}"
Besni,Besni,"{'Besni': -0.9617426983174879, 'Kecimen': -2.4390883232306506}"
Besni,Besni,"{'Besni': -7.620015480875012, 'Kecimen': -11.701828071950192}"
Besni,Besni,"{'Besni': -0.5461563579972856, 'Kecimen': -3.2420951263479445}"
Besni,Besni,"{'Besni': -1.013404339087513, 'Kecimen': -2.436890402484899}"
Besni,Besni,"{'Besni': -1.160796771425082, 'Kecimen': -3.0745631690888393}"
Besni,Besni,"{'Besni': -3.5363037831614736, 'Kecimen': -7.092926941074484}"
Besni,Kecimen,"{'Besni': -2.1820962172184384, 'Kecimen': -0.42697964528526056}"
Besni,Besni,"{'Besni': -8.740423331422178, 'Kecimen': -12.313542130092355}"
Besni,Besni,"{'Besni': -9.455009070348813, 'Kecimen': -15.764805949442259}"
Besni,Besni,"{'Besni': -1.0345335604468349, 'Kecimen': -1.5166273793397993}"
Besni,Besni,"{'Besni': -0.9747160379353796, 'Kecimen': -2.1022869158905917}"
Besni,Kecimen,"{'Besni': -3.1397099466638254, 'Kecimen': -0.9048707167198063}"
Besni,Besni,"{'Besni': -3.116191920649147, 'Kecimen': -8.451936484869364}"
Besni,Kecimen,"{'Besni': -7.227661086831288, 'Kecimen': -2.0807346981474586}"
Besni,Besni,"{'Besni': -0.6438981906828001, 'Kecimen': -1.5140083213320614}"
Besni,Besni,"{'Besni': -2.1698989874922128, 'Kecimen': -5.650314977752213}"
Besni,Besni,"{'Besni': -1.289950691265345, 'Kecimen': -1.3781551813551602}"
Besni,Besni,"{'Besni': -5.199929123741151, 'Kecimen': -8.884553723877922}"
Besni,Besni,"{'Besni': -2.40285466906275, 'Kecimen': -4.730560246834701}"
Besni,Besni,"{'Besni': -11.75534860545552, 'Kecimen': -17.96026731331045}"
Besni,Besni,"{'Besni': -2.7196299767765737, 'Kecimen': -4.193355327920601}"
Besni,Besni,"{'Besni': -3.886976125413594, 'Kecimen': -9.042803901248767}"
Besni,Besni,"{'Besni': -5.334034676576603, 'Kecimen': -10.860435390187067}"
Besni,Besni,"{'Besni': -0.8007064029784449, 'Kecimen': -3.421992610920765}"
Besni,Besni,"{'Besni': -1.3602736002888474, 'Kecimen': -3.830918024670213}"
Besni,Besni,"{'Besni': -1.6718171642114132, 'Kecimen': -1.828438142411032}"
Besni,Besni,"{'Besni': -0.6305347011582156, 'Kecimen': -3.8239464519435007}"
Besni,Kecimen,"{'Besni': -3.59917128315813, 'Kecimen': -1.1818984770351875}"
Besni,Besni,"{'Besni': -2.2150756501385374, 'Kecimen': -5.526776143737967}"
Besni,Besni,"{'Besni': -5.838677576779478, 'Kecimen': -9.33888848423073}"
Besni,Besni,"{'Besni': -3.0235226925628806, 'Kecimen': -7.188548468156661}"
Besni,Kecimen,"{'Besni': -2.016514086292334, 'Kecimen': -0.9508957949315495}"
Besni,Besni,"{'Besni': -3.7716102089440895, 'Kecimen': -8.704658304297034}"
Besni,Besni,"{'Besni': -9.561084639750339, 'Kecimen': -13.955089258699882}"
Besni,Kecimen,"{'Besni': -2.8619551964857823, 'Kecimen': -1.5711302023863156}"
Besni,Besni,"{'Besni': -1.4133803527432278, 'Kecimen': -2.172488352717422}"
Besni,Besni,"{'Besni': -2.6323828853144553, 'Kecimen': -3.1726145755927853}"
Besni,Kecimen,"{'Besni': -4.871462786114375, 'Kecimen': -4.770429324279349}"
Besni,Besni,"{'Besni': -4.402315009329907, 'Kecimen': -9.65525840048294}"
Besni,Kecimen,"{'Besni': -5.501454387327353, 'Kecimen': -2.755187772170555}"
Besni,Besni,"{'Besni': -0.8785655227025452, 'Kecimen': -1.9722900860224968}"
Besni,Besni,"{'Besni': -2.4802922060782144, 'Kecimen': -3.6272044689539205}"
Besni,Besni,"{'Besni': -7.195209208928883, 'Kecimen': -10.37964870636986}"
Besni,Besni,"{'Besni': -7.855720018938873, 'Kecimen': -10.34263471585706}"
Besni,Kecimen,"{'Besni': -4.038305666831042, 'Kecimen': -1.6815454844063042}"
Besni,Besni,"{'Besni': -66.84156572566778, 'Kecimen': -71.37013714203181}"
Besni,Besni,"{'Besni': -2.120617990394034, 'Kecimen': -3.4250747894749103}"
Besni,Besni,"{'Besni': -1.1454904722700356, 'Kecimen': -1.6202700104565073}"
Besni,Kecimen,"{'Besni': -3.0059437672964746, 'Kecimen': -2.4022761598832894}"
Besni,Besni,"{'Besni': -1.2152288619436442, 'Kecimen': -1.849401722404298}"
Besni,Besni,"{'Besni': -2.5282163637535846, 'Kecimen': -7.340766043187752}"
Besni,Besni,"{'Besni': -2.9710253605927726, 'Kecimen': -5.197761589969278}"
Besni,Besni,"{'Besni': -2.8522842482797897, 'Kecimen': -5.6849995778387825}"
Besni,Besni,"{'Besni': -2.7564160322816393, 'Kecimen': -7.462106897493239}"
Besni,Besni,"{'Besni': -1.5367111071939163, 'Kecimen': -5.876710905976816}"
Besni,Besni,"{'Besni': -3.5956136777033114, 'Kecimen': -8.1146282290469}"
Besni,Besni,"{'Besni': -0.8451832013298123, 'Kecimen': -1.6825717113134901}"
Besni,Kecimen,"{'Besni': -2.6280952006989198, 'Kecimen': -1.2667369424527148}"
Besni,Besni,"{'Besni': -1.8975516704239563, 'Kecimen': -3.917300901546337}"
Besni,Besni,"{'Besni': -15.029544565423782, 'Kecimen': -20.466775622695852}"
Besni,Besni,"{'Besni': -0.48909539621388415, 'Kecimen': -2.6770688874567172}"
Besni,Kecimen,"{'Besni': -2.6449579155037872, 'Kecimen': -2.2663373237724227}"
Besni,Besni,"{'Besni': -10.416239916977275, 'Kecimen': -14.177004793813488}"
Besni,Besni,"{'Besni': -2.1646506886068386, 'Kecimen': -4.044821968357461}"
Besni,Besni,"{'Besni': -0.7172080644943064, 'Kecimen': -2.79287688873662}"
Besni,Besni,"{'Besni': -2.800496854329859, 'Kecimen': -5.128720228423417}"
Besni,Besni,"{'Besni': -2.5960938565526304, 'Kecimen': -3.5715501437093637}"
Besni,Besni,"{'Besni': -5.38984924539538, 'Kecimen': -9.898929899386662}"
Besni,Kecimen,"{'Besni': -3.283993660798078, 'Kecimen': -0.8974360687590902}"
Besni,Besni,"{'Besni': -1.6119766571976575, 'Kecimen': -1.9963399583126267}"
Besni,Besni,"{'Besni': -0.3330433697366403, 'Kecimen': -3.2391526720684674}"
Besni,Kecimen,"{'Besni': -1.698304005032549, 'Kecimen': -0.3716463615906534}"
Besni,Besni,"{'Besni': -0.7524377156069002, 'Kecimen': -2.2943422406319955}"
Besni,Besni,"{'Besni': -21.34360297730845, 'Kecimen': -26.417078797521064}"
Besni,Besni,"{'Besni': -1.4093475081241085, 'Kecimen': -2.1657186533826334}"
Besni,Besni,"{'Besni': -0.7837320187208575, 'Kecimen': -1.671204091524805}"
Besni,Besni,"{'Besni': -0.7757834596469897, 'Kecimen': -1.2274422358571144}"
Besni,Besni,"{'Besni': -0.7676543584173133, 'Kecimen': -1.89635032307801}"
Besni,Besni,"{'Besni': -0.9045841787554725, 'Kecimen': -4.117754314993342}"
Besni,Kecimen,"{'Besni': -3.333129139182531, 'Kecimen': -0.7920627654019651}"
Besni,Besni,"{'Besni': -1.5188577864070374, 'Kecimen': -1.858519551509565}"
Besni,Besni,"{'Besni': -2.109294194004863, 'Kecimen': -3.112819704913878}"
Besni,Kecimen,"{'Besni': -1.8672284035152487, 'Kecimen': -1.5807961394023484}"
Besni,Besni,"{'Besni': -2.8121830932643426, 'Kecimen': -5.924945344308729}"
Besni,Besni,"{'Besni': -1.0220267276302246, 'Kecimen': -2.6551020103056486}"
Besni,Besni,"{'Besni': -2.116428104921069, 'Kecimen': -2.909309094928336}"
Besni,Besni,"{'Besni': -4.003061453671745, 'Kecimen': -5.66601870484044}"
Besni,Besni,"{'Besni': -2.625803176469967, 'Kecimen': -5.897023893907146}"
Besni,Kecimen,"{'Besni': -4.043533894241753, 'Kecimen': -0.9472118756088663}"
Besni,Besni,"{'Besni': -2.4252835885175688, 'Kecimen': -6.736797465682416}"
Besni,Besni,"{'Besni': -0.806343816260815, 'Kecimen': -1.7141918595140306}"
Besni,Besni,"{'Besni': -4.261769076211396, 'Kecimen': -8.589057987344871}"
Besni,Besni,"{'Besni': -10.780551438556842, 'Kecimen': -15.804223861530634}"
Besni,Besni,"{'Besni': -1.7168271006688929, 'Kecimen': -4.118099764114248}"
Besni,Besni,"{'Besni': -3.0159361200130244, 'Kecimen': -5.856387084017623}"
Besni,Kecimen,"{'Besni': -3.3573742866150313, 'Kecimen': -1.1964173845654742}"
Besni,Besni,"{'Besni': -2.078276456037882, 'Kecimen': -2.989234844147547}"
Besni,Besni,"{'Besni': -5.616653206744677, 'Kecimen': -11.065211995962265}"
Besni,Besni,"{'Besni': -6.842926504893837, 'Kecimen': -12.080815926342286}"
Besni,Besni,"{'Besni': -8.974437565879638, 'Kecimen': -11.137895107564482}"
Besni,Besni,"{'Besni': -0.36728361563211015, 'Kecimen': -2.1641323242835258}"
Besni,Besni,"{'Besni': -0.8087076880598791, 'Kecimen': -2.2878148303287222}"
Besni,Besni,"{'Besni': -5.556013282826131, 'Kecimen': -9.917353456122818}"
Besni,Kecimen,"{'Besni': -4.321057640048783, 'Kecimen': -2.303761497626668}"
Besni,Besni,"{'Besni': -1.1138085707370227, 'Kecimen': -1.6095994890880245}"
Besni,Besni,"{'Besni': -5.870548801712667, 'Kecimen': -10.875093098265843}"
Besni,Besni,"{'Besni': -4.113640101611974, 'Kecimen': -9.511614147306362}"
Besni,Besni,"{'Besni': -2.7494560203623757, 'Kecimen': -6.025099727181821}"
Besni,Besni,"{'Besni': -0.53729095963993, 'Kecimen': -2.867891051095497}"
Besni,Besni,"{'Besni': -4.572173193018546, 'Kecimen': -5.908460613410934}"
Besni,Besni,"{'Besni': -1.5988392863288896, 'Kecimen': -3.9404780767710763}"
Besni,Besni,"{'Besni': -1.5695049355431818, 'Kecimen': -4.151262884288462}"
Besni,Besni,"{'Besni': -3.2905471742468144, 'Kecimen': -3.5785441313334903}"
Besni,Besni,"{'Besni': -3.226822236268837, 'Kecimen': -5.108521516434976}"
Besni,Besni,"{'Besni': -1.4976377366191393, 'Kecimen': -3.4469799179961584}"
Besni,Kecimen,"{'Besni': -2.5137219857994495, 'Kecimen': -2.224314049788868}"
Besni,Besni,"{'Besni': -2.080881801762943, 'Kecimen': -5.383674701458483}"
Besni,Besni,"{'Besni': -0.843985508150628, 'Kecimen': -1.6686363575307785}"
Besni,Besni,"{'Besni': -5.797769541306677, 'Kecimen': -10.086448618377082}"
Besni,Besni,"{'Besni': -9.051749009516573, 'Kecimen': -14.959778099442417}"
Besni,Besni,"{'Besni': -11.620056006099446, 'Kecimen': -14.14224700093158}"
Besni,Besni,"{'Besni': -1.748503334875523, 'Kecimen': -4.356973791292833}"
Besni,Besni,"{'Besni': -4.940116701461296, 'Kecimen': -8.18124596697346}"
Besni,Besni,"{'Besni': -2.9752492394155183, 'Kecimen': -4.1914266184643685}"
Besni,Besni,"{'Besni': -2.3062385717204874, 'Kecimen': -3.651625632544741}"
Besni,Besni,"{'Besni': -3.040651635010563, 'Kecimen': -5.309260938097874}"
Besni,Besni,"{'Besni': -1.8523223680128518, 'Kecimen': -2.259602660551572}"
Besni,Besni,"{'Besni': -3.63205802707345, 'Kecimen': -8.16250538010911}"
Besni,Besni,"{'Besni': -7.829323184912067, 'Kecimen': -11.003750405615401}"
Besni,Besni,"{'Besni': -1.1802775356895037, 'Kecimen': -5.097011283366875}"
Besni,Besni,"{'Besni': -2.0994417390838187, 'Kecimen': -3.8908359260957734}"
Besni,Besni,"{'Besni': -1.6183687836514542, 'Kecimen': -1.6514793971795183}"
Besni,Besni,"{'Besni': -2.898770622883769, 'Kecimen': -7.016505203337356}"
Besni,Kecimen,"{'Besni': -5.063834280999732, 'Kecimen': -3.154822257076833}"
Besni,Besni,"{'Besni': -2.083695564694599, 'Kecimen': -4.570433971115042}"
Besni,Besni,"{'Besni': -1.5143726330562712, 'Kecimen': -2.302502255928047}"
Besni,Kecimen,"{'Besni': -2.0027722419771914, 'Kecimen': -0.34325506474246564}"
Besni,Besni,"{'Besni': -2.2076167142224277, 'Kecimen': -4.636617863939959}"
Besni,Besni,"{'Besni': -1.209677896655668, 'Kecimen': -4.291811675255607}"
Besni,Besni,"{'Besni': -0.860029126366677, 'Kecimen': -3.1309158532483563}"
Besni,Besni,"{'Besni': -1.3241789218761046, 'Kecimen': -1.6230752596427767}"
Besni,Besni,"{'Besni': -2.037410966180137, 'Kecimen': -2.982424400696293}"
Besni,Besni,"{'Besni': -10.072743391582906, 'Kecimen': -16.000028987539636}"
Besni,Besni,"{'Besni': -1.308229184831738, 'Kecimen': -2.3003873914151005}"
Besni,Besni,"{'Besni': -1.9598913771054365, 'Kecimen': -2.8594951534607898}"
Besni,Besni,"{'Besni': -0.6281399166249948, 'Kecimen': -2.7465548010364644}"
Besni,Besni,"{'Besni': -3.7064051443657675, 'Kecimen': -5.731993811355531}"
Besni,Besni,"{'Besni': -1.5758893718054372, 'Kecimen': -1.8331963809483725}"
Besni,Besni,"{'Besni': -1.9089587109023831, 'Kecimen': -3.339400198732226}"
Besni,Kecimen,"{'Besni': -1.9470683714903805, 'Kecimen': -0.3686965169258737}"
Besni,Besni,"{'Besni': -1.5877603019866426, 'Kecimen': -1.952111776052246}"
Besni,Besni,"{'Besni': -1.905763863761031, 'Kecimen': -5.7254064336919415}"
Besni,Besni,"{'Besni': -3.6885947876039387, 'Kecimen': -6.639506659369199}"
Besni,Besni,"{'Besni': -9.587265385269108, 'Kecimen': -11.618762803855327}"
Besni,Besni,"{'Besni': -4.270289083017724, 'Kecimen': -8.46405828573982}"
Besni,Besni,"{'Besni': -15.437573775160015, 'Kecimen': -19.752061469778127}"
Besni,Kecimen,"{'Besni': -2.647217526251146, 'Kecimen': -2.314116249862695}"
Besni,Besni,"{'Besni': -1.5965057585837799, 'Kecimen': -5.574043220448578}"
Besni,Kecimen,"{'Besni': -2.6672086195455105, 'Kecimen': -1.863711164302793}"
Besni,Besni,"{'Besni': -0.7845402719121773, 'Kecimen': -2.3332470454782523}"
Besni,Besni,"{'Besni': -2.4244699363674846, 'Kecimen': -4.81443506697476}"
Besni,Besni,"{'Besni': -1.1671803841465256, 'Kecimen': -4.219809696776537}"
Besni,Besni,"{'Besni': -1.886095045330328, 'Kecimen': -3.050715045851378}"
Besni,Besni,"{'Besni': -20.963469354388735, 'Kecimen': -26.972866496881686}"
Besni,Besni,"{'Besni': -20.308049978496094, 'Kecimen': -29.066802897752936}"
Besni,Besni,"{'Besni': -2.1497098049110672, 'Kecimen': -4.551225362011365}"
Besni,Besni,"{'Besni': -0.22958761262285926, 'Kecimen': -2.8592976965136527}"
Besni,Kecimen,"{'Besni': -1.759447035405175, 'Kecimen': -0.2602486345793151}"
Besni,Kecimen,"{'Besni': -2.364823917770422, 'Kecimen': -1.66603201726639}"
Besni,Besni,"{'Besni': -1.5523321520043631, 'Kecimen': -2.8144694139565036}"
Besni,Besni,"{'Besni': -1.4096491793461834, 'Kecimen': -2.3876705619654683}"
Besni,Besni,"{'Besni': -3.330297301186917, 'Kecimen': -6.467320705272212}"
Besni,Besni,"{'Besni': -0.7563516569616101, 'Kecimen': -3.377800168605437}"
Besni,Kecimen,"{'Besni': -5.462916663659765, 'Kecimen': -3.813499745822643}"
Besni,Besni,"{'Besni': -1.0529964669255374, 'Kecimen': -2.7286888587577502}"
Besni,Besni,"{'Besni': -1.277374295468681, 'Kecimen': -2.900811571268416}"
Besni,Kecimen,"{'Besni': -2.5793416286891233, 'Kecimen': -0.17742925224138964}"
Besni,Kecimen,"{'Besni': -5.376937396309561, 'Kecimen': -2.335677585691573}"
Besni,Kecimen,"{'Besni': -5.472580955956104, 'Kecimen': -4.764447871155571}"
Besni,Kecimen,"{'Besni': -4.3909170827382304, 'Kecimen': -3.8025855154428525}"
Besni,Besni,"{'Besni': -14.239652671192964, 'Kecimen': -19.288416274455916}"
Besni,Besni,"{'Besni': -0.8378102924596446, 'Kecimen': -3.8258580086886056}"
Besni,Kecimen,"{'Besni': -9.474349687683212, 'Kecimen': -5.099428314057269}"
Besni,Besni,"{'Besni': -2.440418750619213, 'Kecimen': -3.352634389539359}"
Besni,Besni,"{'Besni': -3.85838881678095, 'Kecimen': -4.1563136765474855}"
Besni,Besni,"{'Besni': -1.4368885724298708, 'Kecimen': -5.550062514394199}"
Besni,Besni,"{'Besni': -3.188902870239701, 'Kecimen': -3.8588305713071707}"
Besni,Besni,"{'Besni': -67.25872632698864, 'Kecimen': -72.33104494668162}"
Besni,Besni,"{'Besni': -1.3146740014122669, 'Kecimen': -5.166134477871023}"
Besni,Kecimen,"{'Besni': -2.4375600701849347, 'Kecimen': -2.0202318515421056}"
Besni,Kecimen,"{'Besni': -2.677032265127901, 'Kecimen': -1.3387072839337495}"
Besni,Kecimen,"{'Besni': -4.787594795416131, 'Kecimen': -0.9985581369304646}"
Besni,Besni,"{'Besni': -1.6158709068544526, 'Kecimen': -2.164393672429546}"
Besni,Besni,"{'Besni': -1.5343601200369301, 'Kecimen': -3.8570295627729667}"
Besni,Besni,"{'Besni': -0.7316089570492078, 'Kecimen': -1.67689400792032}"
Besni,Besni,"{'Besni': -3.4044768979738795, 'Kecimen': -4.150240088872043}"
Besni,Besni,"{'Besni': -1.1702917650107265, 'Kecimen': -5.36276045071541}"
Besni,Kecimen,"{'Besni': -1.4544344092516597, 'Kecimen': -0.7851443917289731}"
Besni,Besni,"{'Besni': -2.957279667607321, 'Kecimen': -7.1634415224354}"
Besni,Kecimen,"{'Besni': -3.3460976465188215, 'Kecimen': -2.9175510564679517}"
Besni,Besni,"{'Besni': -3.231867751847917, 'Kecimen': -3.692203891006552}"
Besni,Besni,"{'Besni': -1.8316614530035085, 'Kecimen': -5.280950297036969}"
Besni,Kecimen,"{'Besni': -1.161069823839505, 'Kecimen': -0.7856585816138933}"
Besni,Kecimen,"{'Besni': -3.465383916594524, 'Kecimen': -3.1356085481927725}"
Besni,Besni,"{'Besni': -1.3893393661891178, 'Kecimen': -4.574935237101149}"
Besni,Besni,"{'Besni': -1.4612325015796799, 'Kecimen': -2.832336528472223}"
Besni,Besni,"{'Besni': -13.356986515342438, 'Kecimen': -20.377685606086004}"
Besni,Besni,"{'Besni': -5.221713759362488, 'Kecimen': -7.596522295813221}"
Besni,Besni,"{'Besni': -5.265900850163608, 'Kecimen': -6.166828726971598}"
Besni,Besni,"{'Besni': -2.917615786526823, 'Kecimen': -3.066793981557275}"
Besni,Besni,"{'Besni': -0.8511929820492838, 'Kecimen': -3.9794634174106363}"
Besni,Besni,"{'Besni': -3.301893053885662, 'Kecimen': -6.796711372777744}"
Besni,Kecimen,"{'Besni': -6.538837686396902, 'Kecimen': -2.602506248504139}"
Besni,Besni,"{'Besni': -2.4316236111111795, 'Kecimen': -3.419718286937162}"
Besni,Besni,"{'Besni': -2.27023604676641, 'Kecimen': -3.0700930658148744}"
Besni,Besni,"{'Besni': -1.189737618839556, 'Kecimen': -4.4044982833180555}"
Besni,Besni,"{'Besni': -2.5016093070078314, 'Kecimen': -5.485939610135333}"
Besni,Besni,"{'Besni': -16.61124281261145, 'Kecimen': -21.099841778682443}"
Besni,Kecimen,"{'Besni': -2.5060177959468426, 'Kecimen': -2.4064655939456263}"
Besni,Besni,"{'Besni': -2.0185091064772944, 'Kecimen': -5.773693929957835}"
Besni,Besni,"{'Besni': -1.2711679912389686, 'Kecimen': -2.787088718093178}"
Besni,Besni,"{'Besni': -7.239118237412051, 'Kecimen': -12.049242598078171}"
Besni,Besni,"{'Besni': -1.109376806119438, 'Kecimen': -2.910838339387622}"
Besni,Kecimen,"{'Besni': -2.2393177719158244, 'Kecimen': -0.519190752410908}"
Besni,Besni,"{'Besni': -0.7122391373271322, 'Kecimen': -1.9261534279436074}"
Besni,Besni,"{'Besni': -2.7033618268079636, 'Kecimen': -3.7121582018544634}"
Besni,Besni,"{'Besni': -3.3583633566652455, 'Kecimen': -5.261544960579548}"
Besni,Besni,"{'Besni': -1.2190725971214071, 'Kecimen': -5.284039870932684}"
Besni,Besni,"{'Besni': -0.9309790578574773, 'Kecimen': -3.5396006127017583}"
Besni,Besni,"{'Besni': -2.0785022372445097, 'Kecimen': -5.961854977092265}"
Besni,Besni,"{'Besni': -2.153289247248229, 'Kecimen': -4.52043104227633}"
Besni,Besni,"{'Besni': -50.37023643001668, 'Kecimen': -56.37099280602564}"
Besni,Besni,"{'Besni': -2.3886840890728123, 'Kecimen': -6.686062353373796}"
Besni,Besni,"{'Besni': -0.47889288632251, 'Kecimen': -2.5705351709921818}"
Besni,Besni,"{'Besni': -4.107905922544941, 'Kecimen': -7.44972707976574}"
Besni,Besni,"{'Besni': -0.7873917244627354, 'Kecimen': -2.8013501065855717}"
Besni,Kecimen,"{'Besni': -4.002618274096426, 'Kecimen': -1.7158427844830004}"
Besni,Besni,"{'Besni': -2.1487496416678855, 'Kecimen': -4.720773017949159}"
Besni,Besni,"{'Besni': -0.9372259562474814, 'Kecimen': -3.171365175026642}"
Besni,Kecimen,"{'Besni': -2.103930207497596, 'Kecimen': -0.656243132487627}"
Besni,Besni,"{'Besni': -4.422062093020287, 'Kecimen': -5.627069707574046}"
Besni,Besni,"{'Besni': -1.405965159691446, 'Kecimen': -1.9869579644045814}"
Besni,Besni,"{'Besni': -2.7402591778542424, 'Kecimen': -3.2609543736615647}"
Besni,Besni,"{'Besni': -4.362939770130532, 'Kecimen': -9.106651837720941}"
Besni,Besni,"{'Besni': -6.2058039293867875, 'Kecimen': -10.559110876526168}"
Besni,Besni,"{'Besni': -1.7702895370953757, 'Kecimen': -4.981639637607614}"
Besni,Kecimen,"{'Besni': -1.871840281147624, 'Kecimen': -1.7300295052285017}"
Besni,Besni,"{'Besni': -1.5185517291074193, 'Kecimen': -3.0699823212773474}"
Besni,Besni,"{'Besni': -3.9347790199799952, 'Kecimen': -5.0649809388123135}"
Besni,Besni,"{'Besni': -0.46893116512033683, 'Kecimen': -2.295224272260986}"
Besni,Besni,"{'Besni': -3.536991740055092, 'Kecimen': -6.602571516913593}"
